Case_no,checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,job,class
603,'0<=X<200','all paid',7,1837,'<100','4<=X<7','female div/dep/mar',34,'unskilled resident',0
604,'no checking','existing paid',3,3349,'<100','1<=X<4','female div/dep/mar',28,'high qualif/self emp/mgmt',0
605,'>=200','existing paid',3,1275,'<100','<1','female div/dep/mar',23,'skilled',1
606,'<0','all paid',3,2828,'500<=X<1000','1<=X<4','male single',22,'skilled',1
607,'no checking','critical/other existing credit',1,4526,'<100','1<=X<4','male single',74,'high qualif/self emp/mgmt',1
608,'0<=X<200','existing paid',4,2671,'100<=X<500','1<=X<4','female div/dep/mar',50,'skilled',0
609,'no checking','existing paid',4,2051,'<100','<1','male single',33,'skilled',1
610,'no checking','existing paid',2,1300,'no known savings','>=7','male single',45,'skilled',1
611,'<0','existing paid',5,741,'100<=X<500',unemployed,'female div/dep/mar',22,'skilled',0
612,'>=200','existing paid',10,1240,'100<=X<500','>=7','female div/dep/mar',48,'unskilled resident',0
613,'<0','existing paid',4,3357,'>=1000','<1','female div/dep/mar',29,'skilled',1
614,'<0','all paid',2,3632,'<100','1<=X<4','female div/dep/mar',22,'skilled',1
615,'no checking','delayed previously',3,1808,'<100','4<=X<7','female div/dep/mar',22,'skilled',0
616,'0<=X<200','no credits/all paid',1,12204,'no known savings','1<=X<4','male single',48,'high qualif/self emp/mgmt',1
617,'0<=X<200','delayed previously',4,9157,'no known savings','1<=X<4','male single',27,'high qualif/self emp/mgmt',1
618,'<0','critical/other existing credit',10,3676,'<100','1<=X<4','male single',37,'skilled',1
619,'0<=X<200','existing paid',3,3441,'100<=X<500','1<=X<4','female div/dep/mar',21,'skilled',0
620,'no checking','existing paid',10,640,'<100','1<=X<4','male div/sep',49,'unskilled resident',1
621,'0<=X<200','critical/other existing credit',1,3652,'<100','4<=X<7','male single',27,'skilled',1
622,'no checking','critical/other existing credit',10,1530,'<100','1<=X<4','male single',32,'skilled',0
623,'no checking','existing paid',1,3914,'no known savings','1<=X<4','male div/sep',38,'skilled',0
624,'<0','existing paid',3,1858,'<100','<1','female div/dep/mar',22,'skilled',1
625,'<0','existing paid',4,2600,'<100','1<=X<4','male single',65,'skilled',0
626,'no checking','existing paid',4,1979,'no known savings','>=7','male single',35,'skilled',1
627,'>=200','existing paid',3,2116,'<100','1<=X<4','male single',41,'skilled',1
628,'0<=X<200','all paid',10,1437,'100<=X<500','4<=X<7','male single',29,'skilled',0
629,'no checking','critical/other existing credit',3,4042,'500<=X<1000','1<=X<4','male single',36,'skilled',1
630,'no checking','existing paid',7,3832,'no known savings','>=7','male single',64,'unskilled resident',1
631,'<0','existing paid',4,3660,'<100','1<=X<4','female div/dep/mar',28,'skilled',1
632,'<0','all paid',3,1553,'<100','1<=X<4','male single',44,'skilled',0
633,'0<=X<200','existing paid',4,1444,'no known savings','<1','male single',23,'skilled',1
634,'no checking','existing paid',3,1980,'<100','<1','female div/dep/mar',19,'skilled',0
635,'0<=X<200','existing paid',10,1355,'<100','<1','female div/dep/mar',25,'unskilled resident',0
636,'no checking','existing paid',7,1393,'<100','>=7','male single',47,'skilled',1
637,'no checking','existing paid',4,1376,'500<=X<1000','4<=X<7','female div/dep/mar',28,'skilled',1
638,'no checking','delayed previously',4,15653,'<100','4<=X<7','male single',21,'skilled',1
639,'no checking','existing paid',4,1493,'<100','<1','female div/dep/mar',34,'skilled',1
640,'<0','delayed previously',4,4370,'<100','4<=X<7','male single',26,'skilled',0
641,'<0','existing paid',7,750,'<100',unemployed,'female div/dep/mar',27,'unemp/unskilled non res',0
642,'0<=X<200','existing paid',6,1308,'<100','>=7','male single',38,'unskilled resident',1
643,'no checking','existing paid',7,4623,'100<=X<500','1<=X<4','male single',40,'high qualif/self emp/mgmt',0
644,'no checking','critical/other existing credit',4,1851,'<100','4<=X<7','male mar/wid',33,'skilled',1
645,'<0','critical/other existing credit',4,1880,'<100','4<=X<7','male mar/wid',32,'high qualif/self emp/mgmt',1
646,'no checking','delayed previously',1,7980,'no known savings','<1','male single',27,'skilled',0
647,'<0','no credits/all paid',3,4583,'<100','1<=X<4','male div/sep',32,'skilled',1
648,'no checking','existing paid',10,1386,'500<=X<1000','1<=X<4','female div/dep/mar',26,'skilled',0
649,'>=200','existing paid',10,947,'<100','4<=X<7','male single',38,'skilled',0
650,'<0','existing paid',7,684,'<100','1<=X<4','male single',40,'unskilled resident',0
651,'<0','existing paid',7,7476,'<100','4<=X<7','male single',50,'high qualif/self emp/mgmt',1
652,'0<=X<200','existing paid',3,1922,'<100','1<=X<4','male single',37,'unskilled resident',0
653,'<0','existing paid',10,2303,'<100','>=7','male single',45,'skilled',0
654,'0<=X<200','delayed previously',10,8086,'100<=X<500','>=7','male single',42,'high qualif/self emp/mgmt',0
655,'no checking','critical/other existing credit',2,2346,'<100','4<=X<7','male single',35,'skilled',1
656,'<0','existing paid',10,3973,'<100',unemployed,'male single',22,'skilled',1
657,'0<=X<200','existing paid',10,888,'<100','>=7','male single',41,'unskilled resident',0
658,'no checking','existing paid',4,10222,'no known savings','4<=X<7','male single',37,'skilled',1
659,'0<=X<200','no credits/all paid',1,4221,'<100','1<=X<4','female div/dep/mar',28,'skilled',1
660,'0<=X<200','critical/other existing credit',3,6361,'<100','>=7','male single',41,'skilled',1
661,'>=200','existing paid',4,1297,'<100','1<=X<4','male mar/wid',23,'skilled',1
662,'<0','existing paid',10,900,'no known savings','1<=X<4','male mar/wid',23,'skilled',0
663,'no checking','existing paid',3,2241,'<100','>=7','male single',50,'skilled',1
664,'0<=X<200','delayed previously',3,1050,'<100',unemployed,'male single',35,'high qualif/self emp/mgmt',1
665,'>=200','critical/other existing credit',7,1047,'<100','1<=X<4','female div/dep/mar',50,'unskilled resident',1
666,'no checking','critical/other existing credit',0,6314,'<100',unemployed,'male single',27,'high qualif/self emp/mgmt',1
667,'0<=X<200','all paid',3,3496,'>=1000','1<=X<4','male single',34,'skilled',1
668,'no checking','all paid',1,3609,'<100','1<=X<4','female div/dep/mar',27,'skilled',1
669,'<0','critical/other existing credit',10,4843,'<100','>=7','male single',43,'skilled',0
670,'>=200','critical/other existing credit',4,3017,'<100','>=7','male single',47,'skilled',1
671,'no checking','critical/other existing credit',1,4139,'100<=X<500','1<=X<4','male single',27,'unskilled resident',1
672,'no checking','existing paid',1,5742,'100<=X<500','4<=X<7','male single',31,'skilled',1
673,'no checking','existing paid',10,10366,'<100','>=7','male single',42,'high qualif/self emp/mgmt',1
674,'no checking','critical/other existing credit',10,2080,'500<=X<1000','1<=X<4','male mar/wid',24,'skilled',1
675,'no checking','delayed previously',1,2580,'500<=X<1000','<1','male single',41,'unskilled resident',0
676,'no checking','critical/other existing credit',4,4530,'<100','4<=X<7','female div/dep/mar',26,'high qualif/self emp/mgmt',1
677,'no checking','critical/other existing credit',3,5150,'<100','>=7','male single',33,'skilled',1
678,'0<=X<200','existing paid',4,5595,'100<=X<500','1<=X<4','male mar/wid',24,'skilled',0
679,'<0','existing paid',4,2384,'<100','>=7','male single',64,'unskilled resident',1
680,'no checking','existing paid',4,1453,'<100','<1','female div/dep/mar',26,'skilled',1
681,'no checking','existing paid',7,1538,'<100','<1','female div/dep/mar',56,'skilled',1
682,'no checking','existing paid',4,2279,'no known savings','1<=X<4','male single',37,'skilled',1
683,'no checking','delayed previously',4,1478,'<100','1<=X<4','male mar/wid',33,'skilled',1
684,'no checking','critical/other existing credit',4,5103,'<100','<1','male mar/wid',47,'skilled',1
685,'0<=X<200','delayed previously',1,9857,'100<=X<500','4<=X<7','male single',31,'unskilled resident',1
686,'no checking','existing paid',10,6527,'no known savings','1<=X<4','male single',34,'skilled',1
687,'>=200','critical/other existing credit',4,1347,'no known savings','4<=X<7','male single',27,'skilled',1
688,'0<=X<200','delayed previously',10,2862,'100<=X<500','>=7','male single',30,'skilled',1
689,'no checking','existing paid',4,2753,'100<=X<500','>=7','male single',35,'skilled',1
690,'<0','existing paid',10,3651,'>=1000','1<=X<4','male single',31,'skilled',1
691,'<0','critical/other existing credit',3,975,'<100','1<=X<4','male div/sep',25,'skilled',1
692,'0<=X<200','existing paid',6,2631,'100<=X<500','1<=X<4','female div/dep/mar',25,'unskilled resident',1
693,'0<=X<200','existing paid',4,2896,'100<=X<500','<1','male single',29,'skilled',1
694,'<0','critical/other existing credit',10,4716,'no known savings','<1','male single',44,'unskilled resident',1
695,'no checking','existing paid',4,2284,'<100','4<=X<7','male single',28,'skilled',1
696,'no checking','existing paid',2,1236,'500<=X<1000','1<=X<4','male single',50,'skilled',1
697,'0<=X<200','existing paid',4,1103,'<100','4<=X<7','male single',29,'skilled',1
698,'no checking','critical/other existing credit',10,926,'<100',unemployed,'female div/dep/mar',38,'unemp/unskilled non res',1
699,'no checking','critical/other existing credit',4,1800,'<100','1<=X<4','male single',24,'skilled',1
700,'>=200','existing paid',7,1905,'<100','>=7','male single',40,'high qualif/self emp/mgmt',1
701,'no checking','existing paid',3,1123,'500<=X<1000','1<=X<4','female div/dep/mar',29,'unskilled resident',0
702,'<0','critical/other existing credit',2,6331,'<100','>=7','male single',46,'skilled',0
703,'>=200','existing paid',4,1377,'100<=X<500','>=7','female div/dep/mar',47,'skilled',1
704,'0<=X<200','delayed previously',1,2503,'100<=X<500','>=7','male single',41,'skilled',1
705,'0<=X<200','existing paid',1,2528,'<100','<1','female div/dep/mar',32,'skilled',1
706,'no checking','existing paid',10,5324,'500<=X<1000','>=7','female div/dep/mar',35,'skilled',1
707,'0<=X<200','existing paid',10,6560,'100<=X<500','4<=X<7','male single',24,'skilled',0
708,'0<=X<200','no credits/all paid',3,2969,'<100','<1','female div/dep/mar',25,'skilled',0
709,'0<=X<200','existing paid',4,1206,'<100','>=7','female div/dep/mar',25,'skilled',1
710,'0<=X<200','existing paid',4,2118,'<100','1<=X<4','male single',37,'unskilled resident',1
711,'no checking','critical/other existing credit',4,629,'500<=X<1000','>=7','male single',32,'high qualif/self emp/mgmt',1
712,'<0','all paid',7,1198,'<100','>=7','female div/dep/mar',35,'skilled',0
713,'no checking','existing paid',2,2476,'no known savings','>=7','male single',46,'high qualif/self emp/mgmt',1
714,'<0','critical/other existing credit',4,1138,'<100','1<=X<4','male single',25,'unskilled resident',1
715,'0<=X<200','existing paid',10,14027,'<100','4<=X<7','male single',27,'high qualif/self emp/mgmt',0
716,'no checking','critical/other existing credit',2,7596,'no known savings','>=7','male single',63,'skilled',1
717,'no checking','critical/other existing credit',4,3077,'no known savings','>=7','male single',40,'skilled',1
718,'no checking','existing paid',4,1505,'<100','1<=X<4','male single',32,'high qualif/self emp/mgmt',1
719,'>=200','critical/other existing credit',4,3148,'no known savings','1<=X<4','male single',31,'skilled',1
720,'0<=X<200','no credits/all paid',2,6148,'100<=X<500','>=7','male mar/wid',31,'skilled',1
721,'>=200','no credits/all paid',4,1337,'<100','<1','male single',34,'high qualif/self emp/mgmt',0
722,'0<=X<200','all paid',7,433,'>=1000','<1','female div/dep/mar',24,'skilled',0
723,'<0','existing paid',10,1228,'<100','1<=X<4','female div/dep/mar',24,'unskilled resident',0
724,'0<=X<200','existing paid',4,790,'500<=X<1000','1<=X<4','female div/dep/mar',66,'unskilled resident',1
725,'no checking','existing paid',10,2570,'<100','1<=X<4','female div/dep/mar',21,'skilled',0
726,'no checking','critical/other existing credit',10,250,'>=1000','1<=X<4','female div/dep/mar',41,'unskilled resident',1
727,'no checking','critical/other existing credit',4,1316,'500<=X<1000','1<=X<4','male mar/wid',47,'unskilled resident',1
728,'<0','existing paid',4,1882,'<100','1<=X<4','female div/dep/mar',25,'skilled',0
729,'0<=X<200','all paid',1,6416,'<100','>=7','female div/dep/mar',59,'skilled',0
730,'>=200','critical/other existing credit',1,1275,'>=1000','1<=X<4','male div/sep',36,'skilled',1
731,'0<=X<200','delayed previously',4,6403,'<100','<1','male single',33,'skilled',1
732,'<0','existing paid',4,1987,'<100','1<=X<4','male single',21,'unskilled resident',0
733,'0<=X<200','existing paid',4,760,'<100','4<=X<7','female div/dep/mar',44,'unskilled resident',1
734,'no checking','existing paid',2,2603,'>=1000','1<=X<4','female div/dep/mar',28,'skilled',1
735,'no checking','critical/other existing credit',10,3380,'<100','4<=X<7','female div/dep/mar',37,'skilled',1
736,'0<=X<200','all paid',5,3990,'no known savings','<1','female div/dep/mar',29,'unemp/unskilled non res',1
737,'0<=X<200','existing paid',2,11560,'<100','1<=X<4','female div/dep/mar',23,'high qualif/self emp/mgmt',0
738,'<0','existing paid',10,4380,'100<=X<500','1<=X<4','male single',35,'unskilled resident',1
739,'no checking','critical/other existing credit',10,6761,'<100','4<=X<7','male single',45,'high qualif/self emp/mgmt',1
740,'0<=X<200','no credits/all paid',1,4280,'100<=X<500','1<=X<4','female div/dep/mar',26,'unskilled resident',0
741,'<0','all paid',10,2325,'100<=X<500','4<=X<7','male single',32,'skilled',1
742,'0<=X<200','all paid',4,1048,'<100','1<=X<4','male single',23,'unskilled resident',1
743,'no checking','existing paid',4,3160,'no known savings','>=7','male single',41,'skilled',1
744,'<0','all paid',3,2483,'500<=X<1000','1<=X<4','male single',22,'skilled',1
745,'<0','critical/other existing credit',3,14179,'no known savings','4<=X<7','male single',30,'high qualif/self emp/mgmt',1
746,'<0','critical/other existing credit',1,1797,'<100','<1','male single',28,'unskilled resident',1
747,'<0','existing paid',10,2511,'<100',unemployed,'female div/dep/mar',23,'skilled',1
748,'<0','existing paid',10,1274,'<100','<1','female div/dep/mar',37,'unskilled resident',0
749,'no checking','existing paid',2,5248,'no known savings','1<=X<4','male single',26,'skilled',1
750,'no checking','existing paid',2,3029,'<100','4<=X<7','male single',33,'skilled',1
751,'<0','existing paid',3,428,'<100','>=7','female div/dep/mar',49,'skilled',1
752,'<0','existing paid',10,976,'<100','<1','female div/dep/mar',23,'unskilled resident',0
753,'0<=X<200','existing paid',1,841,'100<=X<500','4<=X<7','female div/dep/mar',23,'unskilled resident',1
754,'no checking','critical/other existing credit',4,5771,'<100','4<=X<7','female div/dep/mar',25,'skilled',1
755,'no checking','delayed previously',6,1555,'>=1000','>=7','male single',55,'skilled',0
756,'<0','existing paid',10,1285,'no known savings','4<=X<7','female div/dep/mar',32,'skilled',0
757,'>=200','critical/other existing credit',10,1299,'<100','1<=X<4','male single',74,'unemp/unskilled non res',1
758,'>=200','critical/other existing credit',4,1271,'no known savings','1<=X<4','male single',39,'skilled',0
759,'no checking','existing paid',10,1393,'<100','1<=X<4','male single',31,'skilled',1
760,'<0','critical/other existing credit',10,691,'<100','>=7','male single',35,'skilled',0
761,'no checking','critical/other existing credit',10,5045,'no known savings','>=7','female div/dep/mar',59,'skilled',1
762,'<0','critical/other existing credit',3,2124,'<100','1<=X<4','female div/dep/mar',24,'skilled',0
763,'<0','existing paid',4,2214,'<100','1<=X<4','male single',24,'unskilled resident',1
764,'no checking','critical/other existing credit',10,12680,'no known savings','>=7','male single',30,'high qualif/self emp/mgmt',0
765,'no checking','critical/other existing credit',10,2463,'100<=X<500','4<=X<7','male mar/wid',27,'skilled',1
766,'0<=X<200','existing paid',4,1155,'<100','>=7','male mar/wid',40,'unskilled resident',1
767,'<0','existing paid',3,3108,'<100','<1','male div/sep',31,'unskilled resident',0
768,'no checking','existing paid',2,2901,'no known savings','<1','female div/dep/mar',31,'skilled',1
769,'0<=X<200','critical/other existing credit',3,3617,'<100','>=7','male single',28,'skilled',1
770,'no checking','critical/other existing credit',4,1655,'<100','>=7','male single',63,'unskilled resident',1
771,'<0','existing paid',2,2812,'no known savings','>=7','female div/dep/mar',26,'skilled',1
772,'<0','critical/other existing credit',7,8065,'<100','1<=X<4','female div/dep/mar',25,'high qualif/self emp/mgmt',0
773,'no checking','critical/other existing credit',2,3275,'<100','>=7','male single',36,'high qualif/self emp/mgmt',1
774,'no checking','critical/other existing credit',4,2223,'100<=X<500','>=7','male single',52,'skilled',1
775,'>=200','critical/other existing credit',10,1480,'500<=X<1000',unemployed,'male single',66,'unemp/unskilled non res',1
776,'<0','existing paid',10,1371,'no known savings','1<=X<4','female div/dep/mar',25,'skilled',0
777,'no checking','critical/other existing credit',10,3535,'<100','4<=X<7','male single',37,'skilled',1
778,'<0','existing paid',4,3509,'<100','4<=X<7','female div/dep/mar',25,'skilled',1
779,'no checking','critical/other existing credit',2,5711,'>=1000','>=7','male single',38,'high qualif/self emp/mgmt',1
780,'0<=X<200','existing paid',6,3872,'<100',unemployed,'female div/dep/mar',67,'skilled',1
781,'0<=X<200','critical/other existing credit',4,4933,'<100','4<=X<7','male single',25,'skilled',0
782,'no checking','critical/other existing credit',10,1940,'>=1000','>=7','male single',60,'skilled',1
783,'0<=X<200','no credits/all paid',9,1410,'<100','1<=X<4','male single',31,'unskilled resident',1
784,'0<=X<200','existing paid',10,836,'100<=X<500','<1','female div/dep/mar',23,'unskilled resident',0
785,'0<=X<200','existing paid',2,6468,'no known savings',unemployed,'male div/sep',60,'high qualif/self emp/mgmt',1
786,'0<=X<200','existing paid',1,1941,'>=1000','1<=X<4','male single',35,'unskilled resident',1
787,'no checking','existing paid',4,2675,'500<=X<1000','>=7','male single',40,'skilled',1
788,'no checking','critical/other existing credit',2,2751,'no known savings','>=7','male single',38,'skilled',1
789,'0<=X<200','delayed previously',7,6224,'<100','>=7','male single',50,'skilled',0
790,'<0','critical/other existing credit',7,5998,'<100','1<=X<4','male single',27,'skilled',0
791,'0<=X<200','existing paid',1,1188,'<100','>=7','female div/dep/mar',39,'skilled',0
792,'no checking','existing paid',2,6313,'no known savings','>=7','male single',41,'high qualif/self emp/mgmt',1
793,'no checking','critical/other existing credit',3,1221,'no known savings','1<=X<4','male mar/wid',27,'skilled',1
794,'>=200','existing paid',3,2892,'<100','>=7','male div/sep',51,'skilled',1
795,'no checking','existing paid',3,3062,'500<=X<1000','>=7','male single',32,'skilled',1
796,'no checking','existing paid',3,2301,'100<=X<500','<1','female div/dep/mar',22,'skilled',1
797,'<0','existing paid',2,7511,'no known savings','>=7','male single',51,'skilled',0
798,'no checking','critical/other existing credit',3,1258,'<100','<1','female div/dep/mar',22,'unskilled resident',1
799,'no checking','delayed previously',10,717,'no known savings','>=7','male mar/wid',54,'skilled',1
800,'0<=X<200','existing paid',10,1549,'no known savings','<1','male single',35,'unemp/unskilled non res',1
801,'no checking','critical/other existing credit',7,1597,'<100','>=7','male single',54,'skilled',1
802,'0<=X<200','critical/other existing credit',4,1795,'<100','>=7','female div/dep/mar',48,'unskilled resident',1
803,'<0','critical/other existing credit',3,4272,'<100','>=7','female div/dep/mar',24,'skilled',1
804,'no checking','critical/other existing credit',4,976,'no known savings','>=7','male single',35,'skilled',1
805,'0<=X<200','existing paid',10,7472,'no known savings',unemployed,'female div/dep/mar',24,'unemp/unskilled non res',1
806,'<0','existing paid',10,9271,'<100','4<=X<7','male single',24,'skilled',0
807,'0<=X<200','existing paid',4,590,'<100','<1','male mar/wid',26,'unskilled resident',1
808,'no checking','critical/other existing credit',4,930,'no known savings','>=7','male single',65,'skilled',1
809,'0<=X<200','all paid',2,9283,'<100',unemployed,'male single',55,'high qualif/self emp/mgmt',1
810,'0<=X<200','no credits/all paid',10,1778,'<100','<1','female div/dep/mar',26,'unemp/unskilled non res',0
811,'0<=X<200','existing paid',1,907,'<100','<1','male mar/wid',26,'skilled',1
812,'0<=X<200','existing paid',4,484,'<100','4<=X<7','male mar/wid',28,'unskilled resident',1
813,'<0','critical/other existing credit',2,9629,'<100','4<=X<7','male single',24,'skilled',0
814,'<0','existing paid',5,3051,'<100','1<=X<4','male single',54,'skilled',0
815,'<0','existing paid',10,3931,'<100','4<=X<7','male single',46,'skilled',0
816,'0<=X<200','delayed previously',10,7432,'<100','1<=X<4','female div/dep/mar',54,'skilled',1
817,'no checking','existing paid',5,1338,'500<=X<1000','1<=X<4','male div/sep',62,'skilled',1
818,'no checking','critical/other existing credit',4,1554,'<100','4<=X<7','female div/dep/mar',24,'skilled',1
819,'<0','existing paid',0,15857,'<100',unemployed,'male div/sep',43,'high qualif/self emp/mgmt',1
820,'<0','existing paid',4,1345,'<100','1<=X<4','male mar/wid',26,'skilled',0
821,'no checking','existing paid',10,1101,'<100','1<=X<4','male mar/wid',27,'skilled',1
822,'>=200','existing paid',4,3016,'<100','1<=X<4','male mar/wid',24,'skilled',1
823,'<0','existing paid',3,2712,'<100','>=7','male single',41,'skilled',0
824,'<0','critical/other existing credit',10,731,'<100','>=7','male single',47,'unskilled resident',1
825,'no checking','critical/other existing credit',3,3780,'<100','<1','male div/sep',35,'high qualif/self emp/mgmt',1
826,'<0','critical/other existing credit',10,1602,'<100','>=7','male mar/wid',30,'skilled',1
827,'<0','critical/other existing credit',10,3966,'<100','>=7','female div/dep/mar',33,'skilled',0
828,'no checking','no credits/all paid',1,4165,'<100','1<=X<4','male single',36,'skilled',0
829,'<0','existing paid',2,8335,'no known savings','>=7','male single',47,'skilled',0
830,'0<=X<200','delayed previously',1,6681,'no known savings','1<=X<4','male single',38,'skilled',1
831,'no checking','delayed previously',1,2375,'500<=X<1000','1<=X<4','male single',44,'skilled',1
832,'<0','existing paid',10,1216,'<100','<1','female div/dep/mar',23,'skilled',0
833,'<0','no credits/all paid',1,11816,'<100','>=7','male single',29,'skilled',0
834,'0<=X<200','existing paid',4,5084,'no known savings','>=7','female div/dep/mar',42,'skilled',1
835,'>=200','existing paid',4,2327,'<100','<1','female div/dep/mar',25,'unskilled resident',0
836,'<0','no credits/all paid',10,1082,'<100','1<=X<4','male single',48,'skilled',0
837,'no checking','existing paid',4,886,'no known savings','1<=X<4','female div/dep/mar',21,'skilled',1
838,'no checking','existing paid',3,601,'<100','<1','female div/dep/mar',23,'unskilled resident',1
839,'<0','critical/other existing credit',2,2957,'<100','>=7','male single',63,'skilled',1
840,'no checking','critical/other existing credit',4,2611,'<100','>=7','male mar/wid',46,'skilled',1
841,'<0','existing paid',3,5179,'<100','4<=X<7','male single',29,'skilled',0
842,'no checking','delayed previously',2,2993,'<100','1<=X<4','male single',28,'unskilled resident',1
843,'no checking','existing paid',6,1943,'<100','<1','female div/dep/mar',23,'skilled',0
844,'no checking','all paid',1,1559,'<100','4<=X<7','male single',50,'skilled',1
845,'no checking','existing paid',3,3422,'<100','>=7','male single',47,'skilled',1
846,'0<=X<200','existing paid',3,3976,'no known savings','4<=X<7','male single',35,'skilled',1
847,'no checking','existing paid',10,6761,'no known savings','1<=X<4','male single',68,'skilled',0
848,'no checking','existing paid',10,1249,'<100','<1','male mar/wid',28,'skilled',1
849,'<0','existing paid',4,1364,'<100','4<=X<7','male single',59,'skilled',1
850,'<0','existing paid',4,709,'<100','>=7','male single',57,'unskilled resident',0
851,'<0','critical/other existing credit',10,2235,'<100','1<=X<4','male mar/wid',33,'skilled',0
852,'no checking','critical/other existing credit',2,4042,'no known savings','4<=X<7','male single',43,'skilled',1
853,'no checking','critical/other existing credit',4,1471,'<100','1<=X<4','male single',35,'skilled',1
854,'<0','all paid',10,1442,'<100','4<=X<7','male single',32,'unskilled resident',0
855,'no checking','delayed previously',10,10875,'<100','>=7','male single',45,'skilled',1
856,'no checking','existing paid',10,1474,'100<=X<500','<1','male mar/wid',33,'skilled',1
857,'no checking','existing paid',9,894,'no known savings','4<=X<7','female div/dep/mar',40,'skilled',1
858,'no checking','critical/other existing credit',3,3343,'<100','1<=X<4','male single',28,'skilled',1
859,'<0','existing paid',10,3959,'<100','1<=X<4','female div/dep/mar',29,'skilled',0
860,'no checking','existing paid',10,3577,'100<=X<500','1<=X<4','male single',26,'skilled',1
861,'no checking','critical/other existing credit',2,5804,'>=1000','1<=X<4','male single',27,'skilled',1
862,'no checking','delayed previously',1,2169,'<100','1<=X<4','male mar/wid',28,'skilled',0
863,'<0','existing paid',4,2439,'<100','<1','female div/dep/mar',35,'skilled',0
864,'no checking','critical/other existing credit',3,4526,'>=1000','<1','male single',32,'unskilled resident',1
865,'no checking','existing paid',3,2210,'<100','1<=X<4','male single',25,'unskilled resident',0
866,'no checking','existing paid',3,2221,'500<=X<1000','1<=X<4','female div/dep/mar',20,'skilled',1
867,'<0','existing paid',4,2389,'<100','<1','female div/dep/mar',27,'skilled',1
868,'no checking','critical/other existing credit',3,3331,'<100','>=7','male single',42,'skilled',1
869,'no checking','existing paid',1,7409,'no known savings','>=7','male single',37,'skilled',1
870,'<0','existing paid',3,652,'<100','>=7','female div/dep/mar',24,'skilled',1
871,'no checking','delayed previously',3,7678,'500<=X<1000','4<=X<7','female div/dep/mar',40,'skilled',1
872,'>=200','critical/other existing credit',10,1343,'<100','>=7','male single',46,'skilled',1
873,'<0','critical/other existing credit',1,1382,'100<=X<500','4<=X<7','male single',26,'skilled',1
874,'no checking','existing paid',5,874,'no known savings','<1','female div/dep/mar',24,'skilled',1
875,'<0','existing paid',3,3590,'<100','1<=X<4','male single',29,'unskilled resident',1
876,'0<=X<200','critical/other existing credit',10,1322,'>=1000','1<=X<4','female div/dep/mar',40,'skilled',1
877,'<0','all paid',4,1940,'<100','<1','male single',36,'high qualif/self emp/mgmt',1
878,'no checking','existing paid',4,3595,'<100','>=7','male single',28,'skilled',1
879,'<0','existing paid',10,1422,'<100','<1','male single',27,'high qualif/self emp/mgmt',0
880,'no checking','critical/other existing credit',4,6742,'no known savings','4<=X<7','male single',36,'skilled',1
881,'no checking','existing paid',2,7814,'<100','4<=X<7','male single',38,'high qualif/self emp/mgmt',1
882,'no checking','existing paid',2,9277,'no known savings','1<=X<4','male div/sep',48,'skilled',1
883,'0<=X<200','critical/other existing credit',10,2181,'no known savings','>=7','male single',36,'skilled',1
884,'no checking','critical/other existing credit',4,1098,'<100',unemployed,'female div/dep/mar',65,'unemp/unskilled non res',1
885,'0<=X<200','existing paid',3,4057,'<100','4<=X<7','male div/sep',43,'skilled',0
886,'<0','existing paid',7,795,'<100','<1','female div/dep/mar',53,'skilled',0
887,'0<=X<200','critical/other existing credit',1,2825,'no known savings','4<=X<7','male single',34,'skilled',1
888,'0<=X<200','existing paid',1,15672,'<100','1<=X<4','male single',23,'skilled',0
889,'no checking','critical/other existing credit',10,6614,'<100','>=7','male single',34,'high qualif/self emp/mgmt',1
890,'no checking','all paid',2,7824,'no known savings','<1','male single',40,'skilled',1
891,'<0','critical/other existing credit',1,2442,'<100','>=7','male single',43,'high qualif/self emp/mgmt',1
892,'no checking','critical/other existing credit',4,1829,'<100','>=7','male single',46,'skilled',1
893,'<0','critical/other existing credit',10,2171,'<100','1<=X<4','male single',38,'unskilled resident',1
894,'0<=X<200','critical/other existing credit',2,5800,'<100','1<=X<4','male single',34,'skilled',1
895,'no checking','critical/other existing credit',4,1169,'no known savings','1<=X<4','male single',29,'skilled',1
896,'no checking','delayed previously',2,8947,'no known savings','4<=X<7','male single',31,'high qualif/self emp/mgmt',1
897,'<0','existing paid',4,2606,'<100','<1','female div/dep/mar',28,'high qualif/self emp/mgmt',1
898,'no checking','critical/other existing credit',3,1592,'>=1000','4<=X<7','female div/dep/mar',35,'skilled',1
899,'no checking','existing paid',3,2186,'no known savings','4<=X<7','female div/dep/mar',33,'unskilled resident',1
900,'<0','existing paid',3,4153,'<100','1<=X<4','male single',42,'skilled',0
901,'<0','critical/other existing credit',10,2625,'<100','>=7','male single',43,'skilled',0
902,'no checking','critical/other existing credit',10,3485,'no known savings','<1','male div/sep',44,'skilled',1
903,'no checking','critical/other existing credit',2,10477,'no known savings','>=7','male single',42,'skilled',1
904,'no checking','existing paid',4,1386,'no known savings','1<=X<4','male mar/wid',40,'skilled',1
905,'no checking','existing paid',4,1278,'<100','>=7','male single',36,'high qualif/self emp/mgmt',1
906,'<0','existing paid',4,1107,'<100','1<=X<4','male single',20,'high qualif/self emp/mgmt',1
907,'<0','existing paid',10,3763,'no known savings','4<=X<7','male single',24,'unskilled resident',1
